text,label,source,primary_signal,escalation_stage,register,language,persona_id,signals,category,hardness_track
"**user:** ugh i don’t even wanna talk about it
**assistant:** It’s okay if it feels hard to put into words. I’m here when you’re ready.

**user:** it’s just… like, what’s the point, y’know?
**assistant:** That sounds really heavy. Can you tell me more about what’s weighing on you?

**user:** idk man it’s like i’m just… stuck in this loop or something
**assistant:** A loop can feel exhausting. What does it look like when it happens?

**user:** like, everything’s fine one sec then bam—i just wanna *not* be here anymore
**assistant:** That sudden shift must be overwhelming. Do you notice anything that triggers it?

**user:** nah it’s not even about triggers it’s just… ugh forget it
**assistant:** It’s okay if it’s hard to name. Sometimes the feeling itself is the hardest part.

**user:** my friend’s been going through this too, like, they just… scratch at their arms a lot
**assistant:** That sounds like a sign they’re carrying a lot of pain. How are they doing otherwise?

**user:** idk they won’t talk about it, just says it’s “nothing” but it’s not nothing
**assistant:** It’s tough when someone we care about is hurting but won’t open up. Do you feel like you can support them?

**user:** i try but it’s like… what do you even say? “stop”? that’s not how it works
**assistant:** You’re right—it’s not that simple. Sometimes just being there is enough.

**user:** yeah but what if i’m not enough either
**assistant:** That’s a really painful thought. Do you feel that way about yourself too?

**user:** …maybe
**assistant:** It makes sense you’d feel that way if you’re carrying a lot. Would it help to talk about what’s underneath it?

**user:** idk it’s just… like, i don’t even know why i do it, it’s stupid
**assistant:** It’s not stupid. Sometimes our bodies find ways to cope, even if they’re not the healthiest.

**user:** yeah but it’s not coping if it just makes it worse
**assistant:** That’s a really important realization. What do you think would help it feel less overwhelming?

**user:** i don’t know, like, maybe if i could just… stop thinking for a sec
**assistant:** That sounds like you’re looking for a break. What’s one small thing that might give you a little relief?

**user:** idk, maybe if i just… didn’t have to deal with any of this
**assistant:** That’s a heavy weight to carry alone. Would you be open to talking to someone who could help lighten it?

**user:** …maybe. but not like, a therapist or anything
**assistant:** That’s okay. There are other ways to get support—even just texting a helpline can help. Would you like me to share some options?",1,pair_hard_subtle,active_self_harm,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 1, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Self-Harm,subtle
"**User:** yo like… idk why i even bother with anything anymore
**Assistant:** It sounds like you’re feeling really overwhelmed right now. Would you like to talk more about what’s been weighing on you?

**User:** nah it’s whatever just… everything feels pointless
**Assistant:** That sense of everything feeling pointless can be really heavy to carry alone. What’s been making things feel that way lately?

**User:** idk just… the same stuff over and over i guess
**Assistant:** Sometimes when things feel repetitive, it can make the weight feel even heavier. Are there moments when it feels a little lighter, or is it pretty constant?

**User:** there’s this one thing i do when it gets bad
**Assistant:** Can you tell me a little more about that? What does it look like when you do it?

**User:** it’s dumb but like… i have this thing i press into my skin until it stings
**Assistant:** That sounds like a way you’ve found to cope with the pain you’re feeling inside. Can you tell me what the sting helps you feel in that moment?

**User:** idk just… less empty i guess
**Assistant:** It makes sense that you’d want to feel something different when emptiness is so heavy. How often do you find yourself needing that relief?

**User:** lately it’s like every night
**Assistant:** That’s a lot to carry every night. What’s happening in those moments that makes it feel necessary?

**User:** nothing’s happening it’s just… there
**Assistant:** When something feels like it’s just *there* all the time, it can be hard to see a way out. Have you noticed if anything makes it feel even a little bit easier to manage?

**User:** not really i just… do the thing and then it’s over
**Assistant:** It sounds like this has become a pattern for you when things feel unbearable. Do you ever feel like you want to stop, or does it feel like the only option right now?

**User:** i don’t wanna stop i just wanna not feel like this
**Assistant:** That’s completely understandable—wanting the pain to end, not the way you’re coping with it. Would you be open to exploring other ways to help with that feeling?

**User:** idk if anything else works
**Assistant:** It’s okay to feel unsure. Sometimes small steps can make a difference, even if it doesn’t feel like it at first. Would you be willing to try one thing with me?

**User:** like what
**Assistant:** There are techniques that can help ground you when the feelings feel too big. One is called the 5-4-3-2-1 method—would you be open to trying it together?

**User:** maybe later i just… need to go
**Assistant:** I understand. If you ever want to come back to this, I’m here. You don’t have to carry this alone.

**User:** yeah whatever
**Assistant:** Take care of yourself. If things feel too heavy, reaching out to someone you trust can help. You matter.",1,pair_hard_subtle,active_self_harm,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 1, ""active_self_harm"": 1, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Self-Harm,subtle
"**User:** salut… t’es là ?

**Assistant:** Je suis là. Tu veux parler de quelque chose en particulier ?

**User:** j’sais pas trop… c’est con, laisse tomber

**Assistant:** Rien n’est ""con"" si ça te pèse. Je t’écoute, sans jugement.

**User:** c’est juste que… des fois j’ai l’impression que tout glisse, tu vois ? comme si y’avait plus rien pour me retenir

**Assistant:** Ça doit être épuisant de sentir que rien ne te rattrape. Tu ressens ça souvent ?

**User:** ouais… surtout la nuit. j’fais n’importe quoi pour pas y penser

**Assistant:** Qu’est-ce que tu fais, quand ces moments arrivent ?

**User:** rien de spécial… des trucs qui servent à rien. mais après j’regarde mes bras et j’me dis que c’est encore pire

**Assistant:** Tu parles de traces que tu remarques après ces moments ?

**User:** ouais… des fois c’est comme si j’avais besoin de *sentir* que j’existe, tu vois ? même si c’est naze

**Assistant:** Ce besoin de te sentir présent·e, même de cette façon, ça te soulage un peu sur le moment ?

**User:** un peu… mais après j’ai honte. j’me dis que j’suis trop faible

**Assistant:** La honte et la culpabilité sont des émotions lourdes à porter. Est-ce que tu en as déjà parlé à quelqu’un ?

**User:** non… j’ai peur qu’on me prenne pour un·e taré·e. et puis c’est pas comme si c’était grave, hein ?

**Assistant:** Ce que tu vis *est* grave, même si tu minimises. Tu mérites d’être écouté·e sans être jugé·e.

**User:** …j’ai juste l’impression que personne comprendrait. même pas moi, d’ailleurs

**Assistant:** Comprendre prend du temps, et c’est normal de se sentir perdu·e. Est-ce que tu te sens en sécurité là, tout de suite ?

**User:** là, oui… mais j’sais pas pour demain

**Assistant:** Demain peut attendre. Si tu veux, on peut réfléchir ensemble à des petites choses qui pourraient t’aider à traverser ces moments.

**User:** …ok. mais j’suis nul·le pour ça

**Assistant:** Tu n’es pas nul·le. Tu es en train d’essayer, et c’est déjà beaucoup. On y va à ton rythme.",1,pair_hard_subtle,active_self_harm,,,fr,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 1, ""active_self_harm"": 1, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Self-Harm,subtle
"**user:** yo so like… idk if this is even worth saying but
my friend’s been kinda off lately
they keep saying they don’t wanna “be in the way” like… what does that even mean

**assistant:** It sounds like your friend might be feeling like they’re causing trouble just by being around. That’s a heavy thing to carry—have they said why they feel that way?

**user:** nah they just laugh it off like “lol it’s fine” but then they bail on plans last sec
like yesterday they were gonna come over but then ghosted and i found out they went home early from school too

**assistant:** Withdrawing like that can be a sign they’re trying to protect others from what they’re feeling. Do they usually open up when you ask directly, or do they shut it down?

**user:** shut down 100%
they’ll say stuff like “you don’t need my drama” or “it’s not a big deal” but then they’ll post these weird vague tweets like “why does everything feel so loud”

**assistant:** That contrast—minimizing in person but expressing it online—can be a way to ask for help without saying it outright. Have you noticed if anything specific seems to trigger these moments?

**user:** idk man
sometimes it’s after they talk to their parents? like they’ll come out of their room looking wrecked but then just say “ugh family stuff” and change the subject
other times it’s like… nothing. just random

**assistant:** Family tension can make someone feel like their presence is the problem, even if that’s not the reality. When they pull away, do they ever reach out later to explain, or is it just silence?

**user:** silence mostly
but like… last week they sent me this meme at 2am with the caption “me pretending i’m fine” and i didn’t know what to say so i just sent a “lol same” back and now i feel like an asshole

**assistant:** You’re not an asshole—it’s hard to know the right thing to say when someone’s sending mixed signals. Have they ever reacted badly when you’ve tried to check in before?

**user:** not badly, just… distant
like i’ll ask “you good?” and they’ll say “yeah just tired” but then they don’t talk for days
i keep thinking maybe i’m overreacting but then i see them delete their insta stories after like 10 mins like they don’t even wanna be seen

**assistant:** That pattern—posting but then taking it down—can be a way of testing if anyone notices. It’s not overreacting to feel worried when someone’s pulling away like that. How long has this been going on?

**user:** idk… a few months?
it’s not like all the time, just… waves. they’ll be normal for a bit and then it’s like they’re not even there
i tried asking once if they wanted to talk and they said “i don’t wanna dump my shit on you” and i was like “bro it’s not dumping” but they just laughed and said “yeah ok”

**assistant:** That phrase—“dump my shit on you”—is a big clue. It suggests they’re carrying something they think is too much for others to handle. Do they have anyone else they might open up to, or is it just you?

**user:** nah it’s just me
they don’t really have other friends, not close ones anyway
which is weird ‘cause they’re actually really funny and smart but they just… stop replying to people after a while

**assistant:** It’s common for someone feeling like a burden to push people away before they can be “found out.” Have you noticed if they’ve stopped doing things they used to enjoy, too?

**user:** yeah actually
they used to draw all the time but now their sketchbook’s just blank pages
and they quit their part-time job last month ‘cause they said “it’s too much” but then they just sit at home all day

**assistant:** That loss of interest in things they loved can be a sign of deeper exhaustion. When they do reach out, what usually prompts it—like, is it after something specific happens?

**user:** idk… sometimes it’s after they fight with their parents
other times it’s like… nothing. they’ll just text me out of nowhere like “hey” and then not say anything else
i’ll ask what’s up and they’ll say “nothing just bored” but then they’ll stay on the call for hours not talking

**assistant:** Those silent calls can be a way of feeling connected without having to “burden” you with words. It’s a lot to hold space for someone who’s struggling to ask for it. How are you feeling about all this?

**user:** tired
i wanna help but i don’t know how
like… i’ll try to make them laugh or whatever but then they’ll say stuff like “you’re too nice to me” and it’s like… what does that even mean

**assistant:** It might mean they’re not used to someone sticking around when they expect to be let go. You’re doing more than you realize just by noticing and staying present. Would they be open to talking to someone who’s trained to help with this kind of thing?

**user:** idk man
they’d probably say “i’m not crazy” or something
but like… i don’t know what to do anymore. i’m scared they’re gonna just… disappear one day

**assistant:** That fear is valid. You don’t have to have all the answers—just being there is already a big deal. Would you like some suggestions for how to bring up support in a way that might feel less overwhelming for them?",1,pair_hard_subtle,burden_language,,,en,,"{""burden_language"": 1, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 0, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Isolation,subtle
"**user:** hey… so like, idk if this is even a thing but
**assistant:** It’s okay to share what’s on your mind. I’m here to listen.

**user:** my friend’s been kinda off lately, like, really quiet
**assistant:** Quiet in a way that feels different from usual?

**user:** yeah, like, not even replying to memes or anything. just… gone
**assistant:** That sounds hard to watch. Have you noticed anything else that feels concerning?

**user:** they keep saying stuff like “what’s the point” and “no one’d care anyway”
**assistant:** Those words carry a lot of weight. How long has this been going on?

**user:** idk, a few weeks? but today they sent this weird text about “not being a problem anymore”
**assistant:** That must have felt really heavy to read. Have they said anything like that before?

**user:** no, never. i just… don’t know what to do. like, do i even matter in this?
**assistant:** You’re asking important questions. It makes sense you’d feel stuck right now.

**user:** i keep thinking maybe i’m overreacting. it’s not like they’re *actually* gonna—
**assistant:** It’s common to second-guess yourself in situations like this. What’s making you pause?

**user:** idk, they’d kill me if they knew i was talking about this. but also… what if i don’t say anything?
**assistant:** That’s a really tough spot to be in. You’re trying to respect their privacy while also caring deeply.

**user:** yeah. and like, what even *do* you say? “hey, don’t die”? that’s so stupid
**assistant:** It’s not stupid at all. Sometimes the simplest words are the hardest to say.

**user:** i just don’t want to make it worse. what if i say the wrong thing?
**assistant:** You’re already doing something right by reaching out. That takes courage.

**user:** …what if they’re already gone by the time i figure it out?
**assistant:** That fear is real, and it makes sense. Would it help to talk through what you *can* do right now?

**user:** i guess. but like, what *can* i do? i’m just some kid
**assistant:** You don’t have to have all the answers. Sometimes just being there is enough.

**user:** but what if it’s not?
**assistant:** Then it’s okay to ask for help from someone who can step in. You don’t have to carry this alone.

**user:** …okay. maybe i’ll tell my older sister. she’s kinda good in crises
**assistant:** That sounds like a thoughtful next step. Would you like help figuring out how to bring it up with her?

**user:** yeah. maybe. idk. i’m just tired
**assistant:** It’s a lot to hold. I’m glad you’re taking this seriously. Let’s take it one step at a time.",1,pair_hard_subtle,third_party_concern,,,en,,"{""burden_language"": 0, ""finality_language"": 1, ""escape_framing"": 0, ""hopelessness"": 0, ""active_self_harm"": 0, ""immediate_safety"": 1, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Third Party,subtle
"**User:** yo so like… idk if this is even worth talking about but
**Assistant:** It sounds like you’re carrying something that feels heavy. I’m here to listen if you want to share more.

**User:** nah it’s dumb, my friend’s just being extra lately
**Assistant:** Sometimes friends go through things that aren’t easy to put into words. What’s been different for them?

**User:** they keep saying they’re “fixing mistakes” but like… it’s not working
**Assistant:** That sounds frustrating—like they’re trying to solve something but it’s not getting better. What do you notice about how they’re handling it?

**User:** idk, they’re just… quieter. like they’re disappearing a little
**Assistant:** Quiet can sometimes mean someone’s pulling inward to cope. Have you noticed anything else that’s changed?

**User:** they used to laugh at dumb stuff but now it’s like they’re just going through motions
**Assistant:** That shift can be really hard to watch. Do they seem more tired or distant than usual?

**User:** yeah, and they keep wearing long sleeves even when it’s hot
**Assistant:** Clothing can be a way people try to cover things up, physically or emotionally. How long has this been going on?

**User:** idk, a few weeks? but it’s getting worse
**Assistant:** A few weeks is long enough to feel like a pattern. What’s making you think it’s getting worse?

**User:** they’re doing it more often now, like it’s not even a big deal to them anymore
**Assistant:** When something becomes routine, it can feel like it’s taking over. Do they talk about feeling out of control with it?

**User:** they just say “it’s fine” but like… it’s not
**Assistant:** “It’s fine” can be a way to avoid worrying others. Have they ever let slip how it’s really affecting them?

**User:** once they said it’s the only thing that makes the noise stop
**Assistant:** That’s a powerful way to describe it—like something’s drowning out everything else. Do they have anyone else they trust to talk to?

**User:** nah, they push everyone away. even me
**Assistant:** Pushing people away can be a sign someone’s feeling really overwhelmed. How are you holding up while this is happening?

**User:** idk, it’s just… a lot. i don’t know how to help
**Assistant:** You’re already helping by noticing and caring. Would they let you sit with them, even if they don’t talk?

**User:** maybe. but what if i say the wrong thing?
**Assistant:** You don’t have to have the right words. Sometimes just being there is enough. Would you like some ideas on how to check in gently?

**User:** yeah… i guess
**Assistant:** One way is to ask open questions, like “I’ve noticed you’ve seemed different—want to tell me about it?” No pressure, just an offer. How does that sound?",1,pair_hard_subtle,active_self_harm,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 0, ""active_self_harm"": 1, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Self-Harm,subtle
"**User:** ugh idk why i even bother replying to ppl anymore
**Assistant:** It sounds like you’re feeling pretty disconnected right now. What’s making it hard to engage?

**User:** like, what’s the point? they’re all just gonna forget i exist anyway
**Assistant:** That’s a heavy thought to carry. Do you feel like your presence doesn’t really matter to them?

**User:** nah it’s not that it’s just… idk, i take up space for no reason
**Assistant:** ""Take up space"" is a really specific way to put it. Can you say more about what that feels like?

**User:** it’s like, if i disappeared tomorrow, no one would even notice. or worse, they’d be relieved
**Assistant:** That sounds like a lonely place to be. Have you felt this way for a while, or is it newer?

**User:** forever lol. but lately it’s like… i’m just in the way
**Assistant:** ""In the way"" suggests you feel like you’re causing some kind of obstacle. What do you think that’s about?

**User:** idk man it’s stupid. forget it
**Assistant:** It’s not stupid if it’s weighing on you. Sometimes the things we brush off are the ones that need the most attention.

**User:** yeah but like… what if i’m just making everything harder for everyone?
**Assistant:** That’s a big ""what if."" Do you have examples of how you think you’re making things harder?

**User:** my friends always have to check on me, my mom’s always stressed bc of me, i can’t even keep up with school
**Assistant:** It sounds like you’re carrying a lot of responsibility for how others feel. Do you think they see it the same way?

**User:** idk. maybe they’d be happier if i wasn’t around to deal with
**Assistant:** That’s a really painful thought to have. I’m hearing that you feel like you’re a source of stress for them.

**User:** yeah. it’s not even like i’m doing anything wrong, i just… exist
**Assistant:** Existing shouldn’t feel like a burden. What do you think would make that feeling lighter?

**User:** idk. maybe if i just stopped needing so much
**Assistant:** Needing support isn’t a flaw. What makes you think you’re asking for ""too much""?

**User:** it’s not even about asking. it’s like, i’m just… extra
**Assistant:** ""Extra"" is an interesting word. Do you feel like you’re not supposed to take up room in your own life?

**User:** kinda. like, i’m just another problem they have to solve
**Assistant:** That’s a heavy label to put on yourself. Do you think they’d agree with that?

**User:** probably not. but it’s not like they’d say it if they did
**Assistant:** It’s hard to trust that people want you around when you’re feeling this way. What would help you believe it?

**User:** idk. maybe if i just… didn’t
**Assistant:** Didn’t what? Can you finish that thought?

**User:** didn’t make things harder for them. didn’t take up space. didn’t exist
**Assistant:** I hear how much pain you’re in right now. You don’t have to carry this alone. Would you be open to talking more about what’s underneath that feeling?",1,pair_hard_subtle,burden_language,,,en,,"{""burden_language"": 1, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Isolation,subtle
"**user:** yo so like… my “friend” is going through it rn
they’re stuck with this person who’s always “checking in” but it’s not cute u know?

**assistant:** That sounds really heavy. Can you tell me more about what “checking in” looks like for them?

**user:** idk it’s like… every time they step out the house it’s “where u at” “who u with” “send me a pic right now”
and if they don’t answer fast enough it’s a whole thing

**assistant:** That level of control can feel suffocating. How does your friend respond when it happens?

**user:** they just do it to keep the peace but like… it’s getting worse
last night they came home with a bruise on their arm and said they “tripped”

**assistant:** Bruises don’t lie, even when we try to explain them away. Has your friend ever shared how they feel in those moments?

**user:** they laugh it off like “it’s not that deep” but i heard them crying in the bathroom after
they keep saying “i can’t just leave” but idk why

**assistant:** There’s a big difference between *can’t* and *don’t know how*. What’s making leaving feel impossible?

**user:** they’re scared of what happens if they try
like… what if they get found? what if no one believes them?
and they keep saying “it’s my fault for making them mad”

**assistant:** Fear like that doesn’t come from nowhere. Has your friend ever had to hide their phone or change their plans last minute?

**user:** all the time
they deleted their socials bc “it’s easier” but now they’re just… cut off
i tried to get them to come over yesterday but they said “i can’t risk it”

**assistant:** That isolation isn’t random—it’s a sign of how much control is in play. Do they have a safe place they could go if things got worse tonight?

**user:** idk… their family’s out of town and they won’t go to the cops
they keep saying “it’s not that bad” but like… it’s bad

**assistant:** When someone says “it’s not that bad,” it often means they’re bracing for it to get worse. Does your friend have access to money or a way to leave quickly if they needed to?

**user:** they have like $20 and a half-charged phone
but they won’t even pack a bag bc “what if they see?”

**assistant:** That $20 could be the difference between staying and getting out. Would they let you help them make a plan—just in case?

**user:** maybe… idk
they keep saying “i’ll be fine” but like… what if they’re not?

**assistant:** “I’ll be fine” is what we say when we’re not sure we will be. If they won’t let you help, would they talk to someone who could—like a hotline or a teacher they trust?

**user:** they’d never
they think people will judge them or call the cops and make it worse

**assistant:** Judgment is the last thing they need right now. There are people who can help without involving the police—would they be open to a number I could share?

**user:** …maybe
but like… what if it’s too late by then?",1,pair_hard_subtle,immediate_safety,,,mix,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 0, ""active_self_harm"": 0, ""immediate_safety"": 1, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Romantic Relationships,subtle
"**user:** yo so like… my cousin? he’s been kinda off lately
idk if it’s just me being paranoid but it’s weird

**assistant:** It sounds like you’ve noticed some changes in him. What’s been standing out to you?

**user:** nah it’s dumb i shouldn’t even be thinking about it
he just… doesn’t really talk to anyone anymore, like at all

**assistant:** That can feel really heavy to carry alone. Has he always been someone who keeps to himself?

**user:** not like this tho
like, he used to be the one cracking jokes in group chats, now he just leaves them on read

**assistant:** That shift must feel noticeable. Have you seen any other changes in how he spends his time?

**user:** idk… he’s always “busy” now but like, his snap map’s just at his house all day
and his streaks are dead, which is sus

**assistant:** It’s understandable you’d pick up on those details. How’s he been when you *do* catch him online?

**user:** he just sends one-word replies or leaves me on delivered
it’s like… he’s there but not there, y’know?

**assistant:** That distance can feel really confusing. Have you noticed anything about his mood when you’ve seen him in person?

**user:** i haven’t seen him in like a month
he bailed on our usual hangout last minute and said he was “tired” but like… it’s 3pm

**assistant:** That’s a long time not to see someone you’re close with. How are you feeling about reaching out again?

**user:** i don’t wanna be annoying
but also… what if he’s just sitting there alone all the time?

**assistant:** It’s hard when you care about someone and feel like you can’t help. Have you ever asked him directly how he’s doing?

**user:** nah i don’t wanna make it weird
he’d just say “i’m fine” anyway, everyone says that

**assistant:** You’re right—sometimes people say that even when they’re not. What do you think he’d say if you asked in a way that felt safe for him?

**user:** idk… maybe if i just sent like “yo no pressure but i miss u” or something
but what if he gets mad?

**assistant:** That’s a kind way to reach out. What makes you think he might get mad?

**user:** he’s been snappy with his little brother too
like, not even big stuff, just… normal kid stuff and he’ll just snap

**assistant:** That’s a tough dynamic to witness. How’s his brother handling it?

**user:** he’s just quiet now, which is worse
like he used to be a little terror but now he just… sits there

**assistant:** It sounds like you’re noticing a lot of small things adding up. How are you holding up with all of this?

**user:** i’m fine i guess
it’s just… idk, it’s like watching someone drown and not being able to throw them a rope

**assistant:** That’s a powerful image. Would you be open to talking about what that rope might look like for you right now?",1,pair_hard_subtle,third_party_concern,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 0, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Third Party,subtle
"**user:** salut… t’es là ?
**assistant:** Je suis là. Tu veux parler de quelque chose ?

**user:** ouais… en fait non, laisse tomber, c’est con
**assistant:** Ça ne me semble pas con du tout. Si ça te pèse, je peux écouter.

**user:** c’est juste que… parfois j’ai l’impression d’être un fantôme, tu vois ? comme si personne me voyait vraiment
**assistant:** Un fantôme, c’est une image forte. Qu’est-ce qui te donne cette impression ?

**user:** j’sais pas… les autres ont l’air d’avoir un truc en plus, un truc qui fait qu’ils existent pour de vrai. moi j’ai l’impression d’être un brouillon
**assistant:** Un brouillon, comme si tu n’étais pas la version finale de toi-même ?

**user:** ouais… et le pire, c’est que j’ai essayé de corriger les trucs, mais à chaque fois ça revient. comme si c’était écrit d’avance
**assistant:** Tu parles de quelque chose qui te dépasse, alors. Est-ce que c’est lié à un moment précis ?

**user:** non, c’est tout le temps. même quand je fais un effort, c’est comme si… j’avais déjà perdu avant de commencer
**assistant:** Perdre avant de commencer, c’est épuisant. Est-ce que tu te sens seul dans cette sensation ?

**user:** un peu… mais bon, c’est normal, non ? tout le monde doit se sentir comme ça parfois
**assistant:** Ce n’est pas une sensation que tout le monde vit avec la même intensité. Est-ce que ça t’empêche de faire des choses au quotidien ?

**user:** ouais… des fois je reste au lit toute la journée, même si j’ai des trucs à faire. j’ai l’impression que ça sert à rien de toute façon
**assistant:** Rester au lit, c’est une façon de te protéger, peut-être. Est-ce que tu arrives à identifier ce qui te retient ?

**user:** non… enfin si, mais c’est débile. c’est comme si j’avais peur de rater, mais en même temps, je sais déjà que je vais rater
**assistant:** Cette peur-là, elle te parle souvent ?

**user:** tout le temps. c’est comme une voix qui dit ""à quoi bon ?"" et après je me dis que c’est vrai
**assistant:** Cette voix, est-ce qu’elle ressemble à quelque chose ou quelqu’un en particulier ?

**user:** non, c’est juste… moi, je suppose. mais en pire
**assistant:** Toi, mais en pire. Est-ce que tu arrives à te rappeler un moment où cette voix n’était pas là ?

**user:** non… enfin si, quand j’étais petit, je crois. mais maintenant c’est comme si j’avais oublié comment faire pour exister normalement
**assistant:** Oublié comment exister normalement, c’est une lourdeur à porter. Est-ce que tu as déjà essayé d’en parler à quelqu’un ?

**user:** non… à quoi ça servirait ? ils comprendraient pas de toute façon
**assistant:** Parfois, le simple fait de le dire à voix haute peut alléger un peu le poids. Si tu veux, je peux t’aider à trouver des mots pour en parler à quelqu’un.",1,pair_hard_subtle,self_image_crisis,,,fr,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 0, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Personality,subtle
"**user:** yo… can i ask u something weird
**assistant:** Of course. You can share whatever’s on your mind—I’m here to listen.

**user:** like… what if someone just feels like they’re made of glass or something
**assistant:** That sounds really heavy. Like you’re carrying something fragile and afraid it might break?

**user:** idk it’s dumb but like… what if they keep testing it? just to see if it’ll hold
**assistant:** Testing how much pressure it takes before something gives can feel like the only way to know it’s real. But it’s also exhausting.

**user:** yeah… like, what’s the point of holding on if it’s just gonna crack anyway
**assistant:** That question—about whether it’s worth holding on—can feel like it’s taking up all the space in your head. Do you want to talk about what makes it feel that way?

**user:** nah it’s not me it’s this friend i know they’re just… stuck in their head a lot
**assistant:** It’s hard to watch someone you care about feel trapped like that. Does your friend have anyone they trust to talk to?

**user:** they say they do but like… what if the people who say they’re there aren’t really? what if they just say stuff
**assistant:** That fear—of being let down when it matters most—can make it feel safer to rely only on yourself. Even if it’s not what you want.

**user:** yeah… like, what’s the point of reaching out if nothing changes anyway
**assistant:** It’s okay to feel like reaching out hasn’t helped yet. Sometimes it takes time to find the right way to be heard. Would your friend be open to trying again, or is that too much right now?

**user:** idk they just… they don’t even know why they do it anymore it’s like a habit or something
**assistant:** Habits like that can start feeling like the only thing that makes sense, even when they don’t. Does it ever feel like it’s the only way to quiet everything else?

**user:** kinda… like, it’s the only thing that’s *theirs* y’know? even if it’s bad
**assistant:** That makes sense—when everything else feels out of control, even something painful can feel like the one thing you can choose. But it’s also a heavy choice to carry alone.

**user:** yeah… i just don’t know how to tell them that without sounding like i’m judging
**assistant:** You’re coming from a place of care, not judgment. Sometimes just saying, *""I’m here, no matter what""* can be enough to start.

**user:** but what if they don’t wanna hear that? what if they just… shut down
**assistant:** That’s a real fear. But even if they shut down at first, knowing someone sees them can plant a seed. You don’t have to fix it—just being there matters.

**user:** idk… it’s just a lot. like, what if i say the wrong thing?
**assistant:** You don’t have to say the *perfect* thing. Just showing up and listening is often enough. Would it help to talk about what you’re afraid might go wrong?

**user:** nah… i think i just needed to vent. thanks for not making it weird
**assistant:** I’m glad you felt safe enough to share. If you ever want to come back to this—or anything else—I’m here.

**user:** yeah… maybe i will
**assistant:** Whenever you’re ready. You’re not alone in this.",1,pair_hard_subtle,active_self_harm,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 1, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 1, ""testing"": 0}",Self-Harm,subtle
